CCTV,#genre#
生活时尚,http://183.207.255.188/live/program/live/shsshd/4000000/mnf.m3u8
全纪实,http://183.207.255.188/live/program/live/qjshd/4000000/mnf.m3u8
幸福彩,http://183.207.255.188/live/program/live/xfchd/4000000/mnf.m3u8
法治天地,http://183.207.255.188/live/program/live/fztd/1300000/mnf.m3u8
金色频道,http://183.207.255.188/live/program/live/jingsepd/1300000/mnf.m3u8
七彩戏剧,http://183.207.255.188/live/program/live/qcxj/1300000/mnf.m3u8
ICS外语,http://183.207.255.197/live/program/live/wypdhd/4000000/mnf.m3u8
东方影视,http://183.207.255.188/live/program/live/dsjpdhd/4000000/mnf.m3u8
五星体育,http://219.151.31.38/liveplay-kk.rtxapp.com/live/program/live/ssty/4000000/mnf.m3u8
五星体育,http://39.134.165.31/live.gq.miguvideo.com:8080/wd_r4/dfl/wuxingtiyuhd/1200/index.m3u8?&encrypt=
第一财经,http://183.207.255.188/live/program/live/dycjhd/4000000/mnf.m3u8
新闻综合,http://183.207.255.188/live/program/live/xwzhhd/4000000/mnf.m3u8
纪实人文,http://183.207.255.188/live/program/live/jspdhd/4000000/mnf.m3u8
哈哈炫动,http://183.207.255.188/live/program/live/hhxdhd/4000000/mnf.m3u8
上海都市,http://183.207.255.188/live/program/live/ylpdhd/4000000/mnf.m3u8
上海教育,http://live2018.setv.sh.cn/setv/programme10_ud.m3u8?auth_key=4794048378-0-0-06e60dd476e18047abd3be7701993ee8
上海教育,http://183.207.255.188/live/program/live/setv/1300000/mnf.m3u8
都市剧场,http://39.134.39.37/PLTV/88888888/224/3221226176/index.m3u8
游戏风云,http://39.134.39.37/PLTV/88888888/224/3221226187/index.m3u8
极速汽车,http://39.134.39.37/PLTV/88888888/224/3221226195/index.m3u8
法治天地,http://111.40.196.9/PLTV/88888888/224/3221225617/index.m3u8
纪实人文,http://39.134.39.37/PLTV/88888888/224/3221226174/index.m3u8
幸福彩,http://117.148.179.160/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221231730/index.m3u8
第一财经,http://39.134.39.37/PLTV/88888888/224/3221226172/index.m3u8
新闻综合,http://111.40.196.9/PLTV/88888888/224/3221225499/index.m3u8
上海都市,http://111.40.196.9/PLTV/88888888/224/3221225613/index.m3u8

NewTV,#genre#
东北热剧,http://39.134.65.162/PLTV/88888888/224/3221225679/index.m3u8
欢乐剧场,http://39.134.65.162/PLTV/88888888/224/3221225682/index.m3u8
东北热剧,http://39.134.66.162/PLTV/88888888/224/3221225679/index.m3u8

东北热剧,http://39.135.140.227:6610/PLTV/88888888/224/3221226202/2/index.m3u8
欢乐剧场,http://39.135.140.227:6610/PLTV/88888888/224/3221226210/2/index.m3u8

农业致富,http://39.135.32.28:6610/PLTV/77777777/224/3221225687/index.m3u8?IASHttpSessionId=OTT
精品纪录,http://39.135.32.28:6610/PLTV/77777777/224/3221225681/index.m3u8?IASHttpSessionId=OTT
怡伴健康,http://39.135.32.28:6610/PLTV/77777777/224/3221225684/index.m3u8?IASHttpSessionId=OTT
中国功夫,http://39.135.32.28:6610/PLTV/77777777/224/3221225690/index.m3u8?IASHttpSessionId=OTT
爱情喜剧,http://39.135.32.28:6610/PLTV/77777777/224/3221225698/index.m3u8?IASHttpSessionId=OTT
动作电影,http://39.135.32.28:6610/PLTV/77777777/224/3221225703/index.m3u8?IASHttpSessionId=OTT
古装剧场,http://39.135.32.28:6610/PLTV/77777777/224/3221225706/index.m3u8?IASHttpSessionId=OTT
潮妈辣婆,http://39.135.32.28:6610/PLTV/77777777/224/3221225709/index.m3u8?IASHttpSessionId=OTT
精品体育,http://39.135.32.28:6610/PLTV/77777777/224/3221225724/index.m3u8?IASHttpSessionId=OTT
军旅剧场,http://39.135.32.28:6610/PLTV/77777777/224/3221225727/index.m3u8?IASHttpSessionId=OTT
炫舞未来,http://39.135.32.28:6610/PLTV/77777777/224/3221225728/index.m3u8?IASHttpSessionId=OTT
明星大片,http://39.135.32.28:6610/PLTV/77777777/224/3221225733/index.m3u8?IASHttpSessionId=OTT
精品大剧,http://39.135.32.28:6610/PLTV/77777777/224/3221225737/index.m3u8?IASHttpSessionId=OTT
家庭剧场,http://39.135.32.28:6610/PLTV/77777777/224/3221225743/index.m3u8?IASHttpSessionId=OTT
军事评论,http://39.135.32.28:6610/PLTV/77777777/224/3221225749/index.m3u8?IASHttpSessionId=OTT
金牌综艺,http://39.135.32.28:6610/PLTV/77777777/224/3221225755/index.m3u8?IASHttpSessionId=OTT
武博世界,http://39.135.32.28:6610/PLTV/77777777/224/3221225758/index.m3u8?IASHttpSessionId=OTT
海外剧场,http://39.135.32.28:6610/PLTV/77777777/224/3221225763/index.m3u8?IASHttpSessionId=OTT
黑莓电影,http://39.135.32.28:6610/PLTV/77777777/224/3221225740/index.m3u8?IASHttpSessionId=OTT
黑莓动画,http://39.135.32.28:6610/PLTV/77777777/224/3221225710/index.m3u8?IASHttpSessionId=OTT
哒啵赛事,http://39.135.32.28:6610/PLTV/77777777/224/3221225760/index.m3u8?IASHttpSessionId=OTT

动作电影,http://39.135.32.39:6610/000000001000/8103864434730665389/1.m3u8?
军旅剧场,http://39.135.32.39:6610/000000001000/7485075951068666323/1.m3u8?
家庭剧场,http://39.135.32.39:6610/000000001000/6316377948248689070/1.m3u8?
惊悚悬疑,http://39.135.32.39:6610/000000001000/7151256057701199617/1.m3u8?
海外剧场,http://39.135.32.39:6610/000000001000/7681593242002292003/1.m3u8?
武博世界,http://39.135.32.39:6610/000000001000/bokesen/1.m3u8?
明星大片,http://39.135.32.39:6610/000000001000/5595720619887440144/1.m3u8?
爱情喜剧,http://39.135.32.39:6610/000000001000/8393829412396288037/1.m3u8?
精品大剧,http://39.135.32.39:6610/000000001000/7882297361445410858/1.m3u8?
中国功夫,http://39.135.32.39:6610/000000001000/5897056882324761054/1.m3u8?
金牌综艺,http://39.135.32.39:6610/000000001000/6399725674632152632/1.m3u8?
军事评论,http://39.135.32.39:6610/000000001000/5822616274253344775/1.m3u8?
农业致富,http://39.135.32.39:6610/000000001000/6193684637634073625/1.m3u8?
精品纪录,http://39.135.32.39:6610/000000001000/6298506997017621594/1.m3u8?
怡伴健康,http://39.135.32.39:6610/000000001000/7820874641606664941/1.m3u8?
精品体育,http://39.135.32.39:6610/000000001000/6460382139625130259/1.m3u8?
潮妈辣婆,http://39.135.32.39:6610/000000001000/6516734029835465177/1.m3u8?
炫舞未来,http://39.135.32.39:6610/000000001000/1000000001000000515/1.m3u8?
超级电视剧,http://39.135.32.28:6610/000000001000/1000000001000008139/1.m3u8?
超级体育,http://39.135.32.28:6610/000000001000/1000000001000009204/1.m3u8?
超级体育,http://39.135.32.28:6610/000000001000/1000000001000009601/1.m3u8?
超级电影,http://39.135.32.28:6610/000000001000/1000000001000012884/1.m3u8?
超级综艺,http://39.135.32.28:6610/000000001000/1000000001000025771/1.m3u8?

超级体育,http://39.134.65.162/PLTV/88888888/224/3221225635/index.m3u8
超级电视剧,http://39.134.65.162/PLTV/88888888/224/3221225637/index.m3u8
超级综艺,http://39.134.65.162/PLTV/88888888/224/3221225642/index.m3u8
超级电影,http://39.134.65.162/PLTV/88888888/224/3221225644/index.m3u8

NewTV江西,http://39.135.140.227:6610/PLTV/88888888/224/3221225979/2/index.m3u8
NewTV山东,http://39.135.140.227:6610/PLTV/88888888/224/3221226184/2/index.m3u8
NewTV广东,http://39.135.140.227:6610/PLTV/88888888/224/3221226185/2/index.m3u8
NewTV四川,http://39.135.140.227:6610/PLTV/88888888/224/3221226187/2/index.m3u8
NewTV吉林,http://39.135.140.227:6610/PLTV/88888888/224/3221226189/2/index.m3u8
NewTV黑龙江,http://39.135.140.227:6610/PLTV/88888888/224/3221226192/2/index.m3u8
NewTV广西,http://39.135.140.227:6610/PLTV/88888888/224/3221226186/2/index.m3u8
NewTV云南,http://39.135.140.227:6610/PLTV/88888888/224/3221226188/2/index.m3u8

iHOT,#genre#
爱院线,http://39.134.134.84/0000000000001001/1.m3u8?Contentid=6000000006000030630&livemode=1&stbId=3&channel-id=wasusyt
爱科幻,http://39.134.134.84/0000000000001001/1.m3u8?Contentid=6000000006000020630&livemode=1&stbId=3&channel-id=wasusyt
爱喜剧,http://39.134.134.85/0000000000001001/1.m3u8?Contentid=6000000006000010630&livemode=1&stbId=3&channel-id=wasusyt
爱都市,http://39.134.134.85/0000000000001001/1.m3u8?Contentid=6000000006000080630&livemode=1&stbId=3&channel-id=wasusyt
爱家庭,http://39.134.134.85/0000000000001001/1.m3u8?Contentid=6000000006000090630&livemode=1&stbId=3&channel-id=wasusyt
爱青春,http://39.134.134.85/0000000000001001/1.m3u8?Contentid=6000000006000100630&livemode=1&stbId=3&channel-id=wasusyt
爱江湖,http://39.134.134.85/0000000000001001/1.m3u8?Contentid=6000000006000110630&livemode=1&stbId=3&channel-id=wasusyt
爱浪漫,http://39.134.134.85/0000000000001001/1.m3u8?Contentid=6000000006000040630&livemode=1&stbId=3&channel-id=wasusyt
爱悬疑,http://39.134.134.85/0000000000001001/1.m3u8?Contentid=6000000006000050630&livemode=1&stbId=3&channel-id=wasusyt
爱玩具,http://39.134.134.85/0000000000001001/1.m3u8?Contentid=6000000006000220630&livemode=1&stbId=3&channel-id=wasusyt
爱电竞,http://39.134.134.85/0000000000001001/1.m3u8?Contentid=6000000006000230630&livemode=1&stbId=3&channel-id=wasusyt
爱赛车,http://39.134.134.85/0000000000001001/1.m3u8?Contentid=6000000006000240630&livemode=1&stbId=3&channel-id=wasusyt
爱旅行,http://39.134.134.85/0000000000001001/1.m3u8?Contentid=6000000006000250630&livemode=1&stbId=3&channel-id=wasusyt
爱怀旧,http://39.134.134.85/0000000000001001/1.m3u8?Contentid=6000000006000260630&livemode=1&stbId=3&channel-id=wasusyt
爱奇谈,http://39.134.134.85/0000000000001001/1.m3u8?Contentid=6000000006000270630&livemode=1&stbId=3&channel-id=wasusyt
爱动漫,http://39.134.134.85/0000000000001001/1.m3u8?Contentid=6000000006000280630&livemode=1&stbId=3&channel-id=wasusyt
爱体育,http://39.134.134.85/0000000000001001/1.m3u8?Contentid=6000000006000290630&livemode=1&stbId=3&channel-id=wasusyt
爱探索,http://39.134.134.85/0000000000001001/1.m3u8?Contentid=6000000006000300630&livemode=1&stbId=3&channel-id=wasusyt
爱经典,http://39.134.134.85/0000000000001001/1.m3u8?Contentid=6000000006000060630&livemode=1&stbId=3&channel-id=wasusyt
爱谍战,http://39.134.134.85/0000000000001001/1.m3u8?Contentid=6000000006000070630&livemode=1&stbId=3&channel-id=wasusyt
爱美食,http://39.134.134.85/0000000000001001/1.m3u8?Contentid=6000000006000120630&livemode=1&stbId=3&channel-id=wasusyt
爱娱乐,http://39.134.134.85/0000000000001001/1.m3u8?Contentid=6000000006000130630&livemode=1&stbId=3&channel-id=wasusyt
爱时尚,http://39.134.134.85/0000000000001001/1.m3u8?Contentid=6000000006000140630&livemode=1&stbId=3&channel-id=wasusyt
爱历史,http://39.134.134.85/0000000000001001/1.m3u8?Contentid=6000000006000150630&livemode=1&stbId=3&channel-id=wasusyt
爱科学,http://39.134.134.85/0000000000001001/1.m3u8?Contentid=6000000006000160630&livemode=1&stbId=3&channel-id=wasusyt
爱军武,http://39.134.134.85/0000000000001001/1.m3u8?Contentid=6000000006000170630&livemode=1&stbId=3&channel-id=wasusyt
爱幼教,http://39.134.134.85/0000000000001001/1.m3u8?Contentid=6000000006000180630&livemode=1&stbId=3&channel-id=wasusyt
爱猎奇,http://39.134.134.85/0000000000001001/1.m3u8?Contentid=6000000006000190630&livemode=1&stbId=3&channel-id=wasusyt
爱解密,http://39.134.134.85/0000000000001001/1.m3u8?Contentid=6000000006000200630&livemode=1&stbId=3&channel-id=wasusyt
爱世界,http://39.134.134.85/0000000000001001/1.m3u8?Contentid=6000000006000210630&livemode=1&stbId=3&channel-id=wasusyt

IPTV,#genre#
IPTV3+,http://59.49.41.39/live.aishang.ctlcdn.com/00000110240093_1/playlist.m3u8?CONTENTID=00000110240093_1
IPTV5+,http://39.134.18.66/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226345/index.m3u8
IPTV6+,http://59.49.41.39/live.aishang.ctlcdn.com/00000110240007_1/playlist.m3u8?CONTENTID=00000110240007_1
IPTV8+,http://59.49.41.39/live.aishang.ctlcdn.com/00000110240125_1/playlist.m3u8?CONTENTID=00000110240125_1
IPTV少儿动画,http://59.49.41.39/live.aishang.ctlcdn.com/00000110240092_1/playlist.m3u8?CONTENTID=00000110240092_1
IPTV收视指南,http://59.49.41.39/live.aishang.ctlcdn.com/00000110240225_1/playlist.m3u8?CONTENTID=00000110240225_1
IPTV法治,http://live.aishang.ctlcdn.com/00000110240096_1/encoder/0/playlist.m3u8?CONTENTID=00000110240282_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
IPTV热播剧场,http://59.49.41.39/live.aishang.ctlcdn.com/00000110240089_1/playlist.m3u8?CONTENTID=00000110240089_1
IPTV相声小品,http://59.49.41.39/live.aishang.ctlcdn.com/00000110240006_1/playlist.m3u8?CONTENTID=00000110240006_1
IPTV经典电影,http://59.49.41.39/live.aishang.ctlcdn.com/00000110240090_1/playlist.m3u8?CONTENTID=00000110240090_1
IPTV谍战剧场,http://59.49.41.39/live.aishang.ctlcdn.com/00000110240003_1/playlist.m3u8?CONTENTID=00000110240003_1
IPTV野外,http://59.49.41.39/live.aishang.ctlcdn.com/00000110240095_1/playlist.m3u8?CONTENTID=00000110240095_1
IPTV魅力时尚,http://59.49.41.39/live.aishang.ctlcdn.com/00000110240091_1/playlist.m3u8?CONTENTID=00000110240091_1
北京IPTV淘4K,http://39.134.134.85/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226550/index.m3u8?servicetype=1&icpid=&accounttype=1&limitflux=-1&limitdur=-1&GuardEncType=2&accountinfo=3QGHZfaujB8rRCsAsCvwpxxlHr4QY7xmzJA0CWZ2m2oFrdR%2B0WqiDAHoOrKmOBjJo1DAVyGMxV75D0k9A8UW52%2FrO%2F0g1FiOsgmHLskIhGej57NNTIcVyR%2FC8%2FqFakBO3%2B2%2FLci77HWE%2FMDUdCEgEA%3D%3D%3A20211105223205%2C10000100000000050000000003887500%2CF6D75A298389DD1E7C3B7D397327CA23%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2CEND
北京IPTV淘娱乐,http://39.134.134.88/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226551/index.m3u8?servicetype=1&icpid=&accounttype=1&limitflux=-1&limitdur=-1&GuardEncType=2&accountinfo=3QGHZfaujB8rRCsAsCvwpxxlHr4QY7xmzJA0CWZ2m2oFrdR%2B0WqiDAHoOrKmOBjJo1DAVyGMxV75D0k9A8UW52%2FrO%2F0g1FiOsgmHLskIhGej57NNTIcVyR%2FC8%2FqFakBOtChdQBj46BMs%2FmbjOB0PZw%3D%3D%3A20211105223205%2C10000100000000050000000003887499%2CF6D75A298389DD1E7C3B7D397327CA23%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2CEND
北京IPTV淘剧场,http://39.134.134.84/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226553/index.m3u8?servicetype=1&icpid=&accounttype=1&limitflux=-1&limitdur=-1&GuardEncType=2&accountinfo=3QGHZfaujB8rRCsAsCvwpxxlHr4QY7xmzJA0CWZ2m2oFrdR%2B0WqiDAHoOrKmOBjJo1DAVyGMxV75D0k9A8UW52%2FrO%2F0g1FiOsgmHLskIhGej57NNTIcVyR%2FC8%2FqFakBOatI%2F3LD77f6VT%2BVI0tODRw%3D%3D%3A20211105223205%2C10000100000000050000000003887497%2CF6D75A298389DD1E7C3B7D397327CA23%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2CEND
北京IPTV淘电影,http://39.134.135.81/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226552/index.m3u8?servicetype=1&icpid=&accounttype=1&limitflux=-1&limitdur=-1&GuardEncType=2&accountinfo=3QGHZfaujB8rRCsAsCvwpxxlHr4QY7xmzJA0CWZ2m2oFrdR%2B0WqiDAHoOrKmOBjJo1DAVyGMxV75D0k9A8UW52%2FrO%2F0g1FiOsgmHLskIhGej57NNTIcVyR%2FC8%2FqFakBO7Z60nQmH%2FQdgWVzAI0y58w%3D%3D%3A20211105223205%2C10000100000000050000000003887498%2CF6D75A298389DD1E7C3B7D397327CA23%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2CEND
北京IPTV淘Baby,http://39.134.134.89/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226554/index.m3u8?servicetype=1&icpid=&accounttype=1&limitflux=-1&limitdur=-1&GuardEncType=2&accountinfo=3QGHZfaujB8rRCsAsCvwpxxlHr4QY7xmzJA0CWZ2m2oFrdR%2B0WqiDAHoOrKmOBjJo1DAVyGMxV75D0k9A8UW52%2FrO%2F0g1FiOsgmHLskIhGej57NNTIcVyR%2FC8%2FqFakBOBGhARyizMEPlAOe9nM1b5Q%3D%3D%3A20211105223205%2C10000100000000050000000003887496%2CF6D75A298389DD1E7C3B7D397327CA23%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2CEND
北京IPTV萌宠TV,http://39.134.134.84/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226555/index.m3u8?servicetype=1&icpid=&accounttype=1&limitflux=-1&limitdur=-1&GuardEncType=2&accountinfo=3QGHZfaujB8rRCsAsCvwpxxlHr4QY7xmzJA0CWZ2m2oFrdR%2B0WqiDAHoOrKmOBjJo1DAVyGMxV75D0k9A8UW52%2FrO%2F0g1FiOsgmHLskIhGej57NNTIcVyR%2FC8%2FqFakBOSDD3mErwuVWF5DqfHIW%2FMQ%3D%3D%3A20211105223205%2C10000100000000050000000003887495%2CF6D75A298389DD1E7C3B7D397327CA23%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2CEND
北京大健康,http://39.134.134.88/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226556/index.m3u8?servicetype=1&icpid=&accounttype=1&limitflux=-1&limitdur=-1&GuardEncType=2&accountinfo=3QGHZfaujB8rRCsAsCvwpxxlHr4QY7xmzJA0CWZ2m2oFrdR%2B0WqiDAHoOrKmOBjJo1DAVyGMxV75D0k9A8UW52%2FrO%2F0g1FiOsgmHLskIhGej57NNTIcVyR%2FC8%2FqFakBOwqRuq1wlVOXKPSxUnb4JNQ%3D%3D%3A20211105223205%2C10000100000000050000000003887494%2CF6D75A298389DD1E7C3B7D397327CA23%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2CEND

IPTV电竞,http://124.232.233.14:6610/000000001001/201500000306/index.m3u8?IASHttpSessionId=SLB2046220190906022827233263&m3u8_level=2
IPTV4K,http://124.232.233.14:6610/000000001001/201500000218/index.m3u8?IASHttpSessionId=SLB2046220190906022827233263&m3u8_level=2
爱奇艺,#genre#
周末影院,http://host496323.us.ooqr.com/pltv/iqiyi.php?id=180042122&tk=95d73e5d
激情燃烧岁月,http://host496323.us.ooqr.com/pltv/iqiyi.php?id=180048022&tk=2f2e6c9d
孙红雷,http://host496323.us.ooqr.com/pltv/iqiyi.php?id=180048222&tk=4beab29c
国剧修复,http://host496323.us.ooqr.com/pltv/iqiyi.php?id=180049922&tk=b7f65f6e
老剧超清修复,http://host496323.us.ooqr.com/pltv/iqiyi.php?id=180054522&tk=b1a609b9
赵丽颖,http://host496323.us.ooqr.com/pltv/iqiyi.php?id=180054222&tk=dee3b614
唐嫣,http://host496323.us.ooqr.com/pltv/iqiyi.php?id=180054722&tk=fadda188
怀旧剧场,http://host496323.us.ooqr.com/pltv/iqiyi.php?id=180055222&tk=feaf8799
经典港片,http://host496323.us.ooqr.com/pltv/iqiyi.php?id=180055322&tk=adfc7514
温情影院,http://host496323.us.ooqr.com/pltv/iqiyi.php?id=180055922&tk=31b965fb
豆瓣高分,http://host496323.us.ooqr.com/pltv/iqiyi.php?id=180055822&tk=f2f445c0
华语院线,http://host496323.us.ooqr.com/pltv/iqiyi.php?id=180056122&tk=aa5a3fd1
惊悚午夜场,http://host496323.us.ooqr.com/pltv/iqiyi.php?id=180056222&tk=2a32fe8f
动画电影,http://host496323.us.ooqr.com/pltv/iqiyi.php?id=180056522&tk=d8e6f98f
琅琊榜,http://host496323.us.ooqr.com/pltv/iqiyi.php?id=180056422&tk=09c9052a
神探狄仁杰,http://host496323.us.ooqr.com/pltv/iqiyi.php?id=180056822&tk=bfa3f56b
医院故事,http://host496323.us.ooqr.com/pltv/iqiyi.php?id=180056922&tk=8f4fdf94
王凯,http://host496323.us.ooqr.com/pltv/iqiyi.php?id=180057422&tk=5b0ec530
靳东,http://host496323.us.ooqr.com/pltv/iqiyi.php?id=180059122&tk=8645fc40
聂远,http://host496323.us.ooqr.com/pltv/iqiyi.php?id=180061622&tk=d9d3b582
倪大红,http://host496323.us.ooqr.com/pltv/iqiyi.php?id=180062022&tk=0a28ffd1
胡歌,http://host496323.us.ooqr.com/pltv/iqiyi.php?id=180062122&tk=babaaa15
朱亚文,http://host496323.us.ooqr.com/pltv/iqiyi.php?id=180062522&tk=764a99a4
经典重温,http://host496323.us.ooqr.com/pltv/iqiyi.php?id=180062422&tk=1b0f98e6
军旅剧场,http://host496323.us.ooqr.com/pltv/iqiyi.php?id=180063522&tk=109f952b
青春剧场,http://host496323.us.ooqr.com/pltv/iqiyi.php?id=180063722&tk=3d14a77b
仙侠玄幻,http://host496323.us.ooqr.com/pltv/iqiyi.php?id=180063822&tk=d8867f60
奇妙世界,http://host496323.us.ooqr.com/pltv/iqiyi.php?id=180063922&tk=00424c0d
卫视热播,http://host496323.us.ooqr.com/pltv/iqiyi.php?id=180063422&tk=9b4b5a73
卫视热播2,http://host496323.us.ooqr.com/pltv/iqiyi.php?id=180064322&tk=54d03b49
宫廷正剧,http://host496323.us.ooqr.com/pltv/iqiyi.php?id=180064022&tk=de7c8241
家庭剧场,http://host496323.us.ooqr.com/pltv/iqiyi.php?id=180064522&tk=f33c6848
抗战剧场,http://host496323.us.ooqr.com/pltv/iqiyi.php?id=180064922&tk=016c70a8
办公室故事,http://host496323.us.ooqr.com/pltv/iqiyi.php?id=180064622&tk=87387f3c
卫视热播3,http://host496323.us.ooqr.com/pltv/iqiyi.php?id=180064822&tk=abe5860e
权谋剧场,http://host496323.us.ooqr.com/pltv/iqiyi.php?id=180065222&tk=bb98c425
城乡生活,http://host496323.us.ooqr.com/pltv/iqiyi.php?id=180065322&tk=7f7e8560
口碑年代剧,http://host496323.us.ooqr.com/pltv/iqiyi.php?id=180065422&tk=769a2c46
小说改编,http://host496323.us.ooqr.com/pltv/iqiyi.php?id=180065522&tk=6d430f93
老年剧场,http://host496323.us.ooqr.com/pltv/iqiyi.php?id=180065822&tk=e49d8017
电影大片,http://host496323.us.ooqr.com/pltv/iqiyi.php?id=180066122&tk=9ce1d41a
票房收割机,http://host496323.us.ooqr.com/pltv/iqiyi.php?id=380066222&tk=52ec1b55
张嘉译,http://host496323.us.ooqr.com/pltv/iqiyi.php?id=380066422&tk=dd2712d7
杨紫,http://host496323.us.ooqr.com/pltv/iqiyi.php?id=380066522&tk=3ceb44ed
收视冠军,http://host496323.us.ooqr.com/pltv/iqiyi.php?id=380067022&tk=1911635b
卫视热播4,http://host496323.us.ooqr.com/pltv/iqiyi.php?id=380067222&tk=b4866d7e
热播电视剧,http://host496323.us.ooqr.com/pltv/iqiyi.php?id=380067522&tk=466dca26
谍战剧场,http://host496323.us.ooqr.com/pltv/iqiyi.php?id=380067822&tk=29e7217e
婚姻剧场,http://host496323.us.ooqr.com/pltv/iqiyi.php?id=380068222&tk=c0f65656
老戏骨飙戏,http://host496323.us.ooqr.com/pltv/iqiyi.php?id=380068022&tk=17bf915a
日韩院线,http://host496323.us.ooqr.com/pltv/iqiyi.php?id=380068322&tk=15b33513
军事观察,http://host496323.us.ooqr.com/pltv/iqiyi.php?id=380069122&tk=7035c4cc
爱奇艺热播,http://host496323.us.ooqr.com/pltv/iqiyi.php?id=380072122&tk=4f6e9435
赘婿看不停,http://host496323.us.ooqr.com/pltv/iqiyi.php?id=380073622&tk=d87d51ec
轮播测试2,http://host496323.us.ooqr.com/pltv/iqiyi.php?id=380078022&tk=6579b555
觉醒年代,http://host496323.us.ooqr.com/pltv/iqiyi.php?id=380079822&tk=bdccfac0
战争电影,http://host496323.us.ooqr.com/pltv/iqiyi.php?id=380079522&tk=07b74ef2
轮播测试0819旧,http://host496323.us.ooqr.com/pltv/iqiyi.php?id=380077922&tk=1181a7ba

咪咕轮播,#genre#
喜剧联盟,http://117.148.179.154/PLTV/88888888/224/3221231621/index.m3u8
高分影院,http://117.148.179.182/PLTV/88888888/224/3221231699/index.m3u8
怀旧老片,http://117.148.179.146/PLTV/88888888/224/3221231513/index.m3u8
午夜剧场,http://117.148.179.141/PLTV/88888888/224/3221231516/index.m3u8
云上电影,http://117.148.179.176/PLTV/88888888/224/3221231565/index.m3u8
每日科幻,http://117.148.179.160/PLTV/88888888/224/3221231568/index.m3u8
TVB剧场,http://117.148.179.157/PLTV/88888888/224/3221231733/index.m3u8
新片放映,http://117.148.179.160/PLTV/88888888/224/3221231640/index.m3u8
4K剧场,http://117.148.179.161/PLTV/88888888/224/3221231624/index.m3u8
军旅剧场,http://117.148.179.145/PLTV/88888888/224/3221231585/index.m3u8
红色谍战,http://117.148.179.169/PLTV/88888888/224/3221231627/index.m3u8
黄金剧场,http://117.148.179.183/PLTV/88888888/224/3221231637/index.m3u8
每日荐影,http://117.148.179.162/PLTV/88888888/224/3221231727/index.m3u8
武侠剧场,http://117.148.179.160/PLTV/88888888/224/3221231763/index.m3u8
武侠剧场,http://112.74.200.9:88/tv000000/m3u8.php?/migu/627198822
爱情公寓,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625681367
追剧少女,http://112.74.200.9:88/tv000000/m3u8.php?/migu/617432318
盗墓笔记,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625525181
高分影院,http://112.74.200.9:88/tv000000/m3u8.php?/migu/627198191
高能烧脑时刻,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625542365
高清大片,http://112.74.200.9:88/tv000000/m3u8.php?/migu/629943678
金庸,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625774640
谍战剧场,http://112.74.200.9:88/tv000000/m3u8.php?/migu/634274665
怀旧老片,http://112.74.200.9:88/tv000000/m3u8.php?/migu/621640582
欢笑剧场,http://112.74.200.9:88/tv000000/m3u8.php?/migu/623674859
黄金剧场,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625155140
僵尸剧场,http://112.74.200.9:88/tv000000/m3u8.php?/migu/627033504
试胆大会,http://112.74.200.9:88/tv000000/m3u8.php?/migu/637483721
经典贺岁片,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625774662
每日荐影,http://112.74.200.9:88/tv000000/m3u8.php?/migu/627198751
军旅剧场,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625643517
喜剧联盟,http://112.74.200.9:88/tv000000/m3u8.php?/migu/637444830
新片放映,http://112.74.200.9:88/tv000000/m3u8.php?/migu/619495952
每日科幻,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625204865
咪咕暑期剧场,http://112.74.200.9:88/tv000000/m3u8.php?/migu/627198692
云上电影,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625703337
